2026-09-16 02:09:54.932 140545 DEBUG nova.cmd.compute [-] ******************************************************************************** [00;33m{{(pid=140545) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3533}}[00m
2026-09-16 02:49:38.761 140545 DEBUG oslo_concurrency.lockutils [req-52658be2-bc49-48f6-8274-36e5a9622646 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Lock "bf91602b-6a95-4684-8525-b5953c8e45d0-events" acquired by "nova.compute.manager.InstanceEvents.pop_instance_event.<locals>._pop_event" :: waited 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:525}}[00m
2026-09-16 02:49:38.761 140545 DEBUG oslo_concurrency.lockutils [req-52658be2-bc49-48f6-8274-36e5a9622646 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Lock "bf91602b-6a95-4684-8525-b5953c8e45d0-events" "released" by "nova.compute.manager.InstanceEvents.pop_instance_event.<locals>._pop_event" :: held 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:544}}[00m
2026-09-16 02:49:38.761 140545 DEBUG nova.compute.manager [req-52658be2-bc49-48f6-8274-36e5a9622646 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Processing event network-vif-plugged-23ddd46e-4c04-4182-b4e2-a438947bb35e [00;33m{{(pid=140545) _process_instance_event /opt/stack/nova/nova/compute/manager.py:11423}}[00m
2026-09-16 02:49:38.761 140545 DEBUG nova.compute.manager [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Instance event wait completed in 0 seconds for network-vif-plugged [00;33m{{(pid=140545) wait_for_instance_event /opt/stack/nova/nova/compute/manager.py:602}}[00m
2026-09-16 02:49:38.766 140545 DEBUG nova.virt.driver [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Emitting event <LifecycleEvent: 1789552178.765924, bf91602b-6a95-4684-8525-b5953c8e45d0 => Resumed> [00;33m{{(pid=140545) emit_event /opt/stack/nova/nova/virt/driver.py:1905}}[00m
2026-09-16 02:49:38.766 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] VM Resumed (Lifecycle Event)
2026-09-16 02:49:38.766 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Guest created on hypervisor [00;33m{{(pid=140545) spawn /opt/stack/nova/nova/virt/libvirt/driver.py:5016}}[00m
2026-09-16 02:49:38.772 140545 INFO nova.virt.libvirt.driver [-] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Instance spawned successfully.
2026-09-16 02:49:38.772 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Attempting to register defaults for the following image properties: ['hw_cdrom_bus', 'hw_disk_bus', 'hw_input_bus', 'hw_pointer_model', 'hw_video_model', 'hw_vif_model'] [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1160}}[00m
2026-09-16 02:49:38.780 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:49:38.784 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Synchronizing instance power state after lifecycle event "Resumed"; current vm_state: building, current task_state: spawning, current DB power_state: 0, VM power_state: 1 [00;33m{{(pid=140545) handle_lifecycle_event /opt/stack/nova/nova/compute/manager.py:1370}}[00m
2026-09-16 02:49:38.787 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Found default for hw_cdrom_bus of ide [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:49:38.787 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Found default for hw_disk_bus of virtio [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:49:38.788 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Found default for hw_input_bus of None [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:49:38.788 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Found default for hw_pointer_model of None [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:49:38.788 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Found default for hw_video_model of virtio [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:49:38.788 140545 DEBUG nova.virt.libvirt.driver [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Found default for hw_vif_model of virtio [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:49:38.798 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] During sync_power_state the instance has a pending task (spawning). Skip.
2026-09-16 02:49:38.832 140545 INFO nova.compute.manager [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Took 4.06 seconds to spawn the instance on the hypervisor.
2026-09-16 02:49:38.833 140545 DEBUG nova.compute.manager [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:49:38.876 140545 INFO nova.compute.manager [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Took 5.27 seconds to build instance.
2026-09-16 02:49:38.891 140545 DEBUG oslo_concurrency.lockutils [req-a0d584ba-499d-4561-85a0-e22a818783d9 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Lock "bf91602b-6a95-4684-8525-b5953c8e45d0" "released" by "nova.compute.manager.ComputeManager.build_and_run_instance.<locals>._locked_do_build_and_run_instance" :: held 5.334s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:544}}[00m
2026-09-16 02:49:40.787 140545 DEBUG nova.compute.manager [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Received event network-changed-23ddd46e-4c04-4182-b4e2-a438947bb35e [00;33m{{(pid=140545) external_instance_event /opt/stack/nova/nova/compute/manager.py:11665}}[00m
2026-09-16 02:49:40.787 140545 DEBUG nova.compute.manager [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Refreshing instance network info cache due to event network-changed-23ddd46e-4c04-4182-b4e2-a438947bb35e. [00;33m{{(pid=140545) external_instance_event /opt/stack/nova/nova/compute/manager.py:11670}}[00m
2026-09-16 02:49:40.788 140545 DEBUG oslo_concurrency.lockutils [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Acquiring lock "refresh_cache-bf91602b-6a95-4684-8525-b5953c8e45d0" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:396}}[00m
2026-09-16 02:49:40.788 140545 DEBUG oslo_concurrency.lockutils [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Acquired lock "refresh_cache-bf91602b-6a95-4684-8525-b5953c8e45d0" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:399}}[00m
2026-09-16 02:49:40.788 140545 DEBUG nova.network.neutron [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Refreshing network info cache for port 23ddd46e-4c04-4182-b4e2-a438947bb35e [00;33m{{(pid=140545) _get_instance_nw_info /opt/stack/nova/nova/network/neutron.py:2046}}[00m
2026-09-16 02:49:40.798 140545 WARNING neutronclient.v2_0.client [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:49:40.937 140545 WARNING neutronclient.v2_0.client [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:49:41.001 140545 DEBUG nova.network.neutron [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Updated VIF entry in instance network info cache for port 23ddd46e-4c04-4182-b4e2-a438947bb35e. [00;33m{{(pid=140545) _build_network_info_model /opt/stack/nova/nova/network/neutron.py:3524}}[00m
2026-09-16 02:49:41.002 140545 DEBUG nova.network.neutron [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: bf91602b-6a95-4684-8525-b5953c8e45d0] Updating instance_info_cache with network_info: [{"id": "23ddd46e-4c04-4182-b4e2-a438947bb35e", "address": "fa:16:3e:94:12:35", "network": {"id": "14e55711-c6bb-4785-bfef-e0d33ed29b92", "bridge": "br-int", "label": "tempest-TestVolumeBootPattern-707994293-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.4", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.59", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "f42b2d5af84c4b0c8ae6b5e303424e0e", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap23ddd46e-4c", "ovs_interfaceid": "23ddd46e-4c04-4182-b4e2-a438947bb35e", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}}] [00;33m{{(pid=140545) update_instance_cache_with_nw_info /opt/stack/nova/nova/network/neutron.py:106}}[00m
2026-09-16 02:49:41.018 140545 DEBUG oslo_concurrency.lockutils [req-d766a951-fa46-4fff-b873-e87ec7ebf236 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Releasing lock "refresh_cache-bf91602b-6a95-4684-8525-b5953c8e45d0" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:419}}[00m
2026-09-16 02:49:42.639 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:49:46.881 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:49:47.642 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:49:52.645 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:49:55.310 140545 DEBUG oslo_service.periodic_task [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Running periodic task ComputeManager._run_image_cache_manager_pass [00;33m{{(pid=140545) run_periodic_tasks /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/periodic_task.py:254}}[00m
2026-09-16 02:49:55.311 140545 DEBUG oslo_concurrency.lockutils [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Acquiring lock "storage-registry-lock" by "nova.virt.storage_users.register_storage_use.<locals>.do_register_storage_use" [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:512}}[00m
2026-09-16 02:49:55.311 140545 DEBUG oslo_concurrency.lockutils [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Lock "storage-registry-lock" acquired by "nova.virt.storage_users.register_storage_use.<locals>.do_register_storage_use" :: waited 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:525}}[00m
2026-09-16 02:49:55.312 140545 DEBUG oslo_concurrency.lockutils [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Lock "storage-registry-lock" "released" by "nova.virt.storage_users.register_storage_use.<locals>.do_register_storage_use" :: held 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:544}}[00m
2026-09-16 02:49:55.312 140545 DEBUG oslo_concurrency.lockutils [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Acquiring lock "storage-registry-lock" by "nova.virt.storage_users.get_storage_users.<locals>.do_get_storage_users" [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:512}}[00m
2026-09-16 02:49:55.312 140545 DEBUG oslo_concurrency.lockutils [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Lock "storage-registry-lock" acquired by "nova.virt.storage_users.get_storage_users.<locals>.do_get_storage_users" :: waited 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:525}}[00m
2026-09-16 02:49:55.312 140545 DEBUG oslo_concurrency.lockutils [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Lock "storage-registry-lock" "released" by "nova.virt.storage_users.get_storage_users.<locals>.do_get_storage_users" :: held 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:544}}[00m
2026-09-16 02:49:55.345 140545 DEBUG nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Verify base images [00;33m{{(pid=140545) _age_and_verify_cached_images /opt/stack/nova/nova/virt/libvirt/imagecache.py:314}}[00m
2026-09-16 02:49:55.346 140545 DEBUG nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Image id  yields fingerprint da39a3ee5e6b4b0d3255bfef95601890afd80709 [00;33m{{(pid=140545) _age_and_verify_cached_images /opt/stack/nova/nova/virt/libvirt/imagecache.py:319}}[00m
2026-09-16 02:49:55.346 140545 DEBUG nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] bf91602b-6a95-4684-8525-b5953c8e45d0 is a valid instance name [00;33m{{(pid=140545) _list_backing_images /opt/stack/nova/nova/virt/libvirt/imagecache.py:126}}[00m
2026-09-16 02:49:55.346 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/780375be7884699f31b250f8fd7c4d612e84864c
2026-09-16 02:49:55.346 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/e25fc3f881956affcdb283a1cc58a49c9429a340
2026-09-16 02:49:55.347 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/99d58d349c56f304b39fc821b3ad67c826651deb
2026-09-16 02:49:55.347 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/0278065dfce145d0cb8ba271e2081e27633cf83a
2026-09-16 02:49:55.347 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/d1c266e0b76351afcea407754d5eea398ba4bd2b
2026-09-16 02:49:55.347 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/2babae2651f15ac0e6deea2129b08e4682cf30d0
2026-09-16 02:49:55.347 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/810a022c6b0072182887fdb1b3e5a97b5ca9e147
2026-09-16 02:49:55.347 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/414751df206f5a5f4be1a7aba25a30bff7abaf46
2026-09-16 02:49:55.348 140545 WARNING nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Unknown base file: /opt/stack/data/nova/instances/_base/2e0f7ea2dfad38727d2a877e69ddc84d327cfaf3
2026-09-16 02:49:55.348 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Removable base files: /opt/stack/data/nova/instances/_base/780375be7884699f31b250f8fd7c4d612e84864c /opt/stack/data/nova/instances/_base/e25fc3f881956affcdb283a1cc58a49c9429a340 /opt/stack/data/nova/instances/_base/99d58d349c56f304b39fc821b3ad67c826651deb /opt/stack/data/nova/instances/_base/0278065dfce145d0cb8ba271e2081e27633cf83a /opt/stack/data/nova/instances/_base/d1c266e0b76351afcea407754d5eea398ba4bd2b /opt/stack/data/nova/instances/_base/2babae2651f15ac0e6deea2129b08e4682cf30d0 /opt/stack/data/nova/instances/_base/810a022c6b0072182887fdb1b3e5a97b5ca9e147 /opt/stack/data/nova/instances/_base/414751df206f5a5f4be1a7aba25a30bff7abaf46 /opt/stack/data/nova/instances/_base/2e0f7ea2dfad38727d2a877e69ddc84d327cfaf3
2026-09-16 02:49:55.348 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/780375be7884699f31b250f8fd7c4d612e84864c
2026-09-16 02:49:55.348 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/e25fc3f881956affcdb283a1cc58a49c9429a340
2026-09-16 02:49:55.348 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/99d58d349c56f304b39fc821b3ad67c826651deb
2026-09-16 02:49:55.348 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/0278065dfce145d0cb8ba271e2081e27633cf83a
2026-09-16 02:49:55.348 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/d1c266e0b76351afcea407754d5eea398ba4bd2b
2026-09-16 02:49:55.348 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/2babae2651f15ac0e6deea2129b08e4682cf30d0
2026-09-16 02:49:55.349 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/810a022c6b0072182887fdb1b3e5a97b5ca9e147
2026-09-16 02:49:55.349 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/414751df206f5a5f4be1a7aba25a30bff7abaf46
2026-09-16 02:49:55.349 140545 INFO nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Base, swap or ephemeral file too young to remove: /opt/stack/data/nova/instances/_base/2e0f7ea2dfad38727d2a877e69ddc84d327cfaf3
2026-09-16 02:49:55.349 140545 DEBUG nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Verification complete [00;33m{{(pid=140545) _age_and_verify_cached_images /opt/stack/nova/nova/virt/libvirt/imagecache.py:350}}[00m
2026-09-16 02:49:55.349 140545 DEBUG nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Verify swap images [00;33m{{(pid=140545) _age_and_verify_swap_images /opt/stack/nova/nova/virt/libvirt/imagecache.py:299}}[00m
2026-09-16 02:49:55.349 140545 DEBUG nova.virt.libvirt.imagecache [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Verify ephemeral images [00;33m{{(pid=140545) _age_and_verify_ephemeral_images /opt/stack/nova/nova/virt/libvirt/imagecache.py:284}}[00m
2026-09-16 02:49:55.350 140545 DEBUG oslo.service.backend._threading.loopingcall [req-76b0a033-0bd3-4421-8033-e193a23c8d9d - - - - - -] Dynamic interval looping call 'nova.service.Service.periodic_tasks' sleeping for 28.00 seconds [00;33m{{(pid=140545) _run_loop /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/backend/_threading/loopingcall.py:125}}[00m
2026-09-16 02:49:56.884 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:49:57.649 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:02.651 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:06.509 140545 DEBUG oslo.service.backend._threading.loopingcall [-] Fixed interval looping call 'nova.servicegroup.drivers.db.DbDriver._report_state' sleeping for 119.99 seconds [00;33m{{(pid=140545) _run_loop /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/backend/_threading/loopingcall.py:125}}[00m
2026-09-16 02:50:06.888 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:07.655 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:50:12.425 140545 DEBUG oslo_concurrency.lockutils [req-6c11c833-86d2-4a45-9650-302049796694 67a5400c95994c6e95dc62c646132846 f42b2d5af84c4b0c8ae6b5e303424e0e - - default default] Acquiring lock "bf91602b-6a95-4684-8525-b5953c8e45d0" by "nova.compute.manager.ComputeManager.terminate_instance.<locals>.do_terminate_instance" [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:512}}[00m
