Sep 15 01:24:37.751008 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: we strongly recommend against using it for new projects.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: framework.  For more detail see
Sep 15 04:29:37.750582 devstack-92-210 neutron-rpc-server[2225596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:29:37.750582 devstack-92-210 neutron-rpc-server[2225596]:   self.session.flush()
Sep 15 04:29:37.752220 devstack-92-210 neutron-rpc-server[2225596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:29:37.752220 devstack-92-210 neutron-rpc-server[2225596]:   self.session.flush()
Sep 15 04:47:24.837630 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:47:24.837630 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 04:47:24.838544 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:47:24.838544 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 04:47:24.838651 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:47:24.838651 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
Sep 15 04:47:24.840066 devstack-92-210 neutron-rpc-server[2225310]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:47:24.840066 devstack-92-210 neutron-rpc-server[2225310]:   self.session.flush()
